cv_of_monthly_sales,category_code,time,category_name,high_level_category
1.1,44W72,2023-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.5,447,2023-06-01,Gasoline Stations,Retail Trade
3.1,722,2023-06-01,Food Services and Drinking Places,Food Services
1.1,44Y72,2023-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,44Z72,2023-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.9,452,2023-06-01,General Merchandise Stores,Retail Trade
0.0,4521E,2023-06-01,Department Stores,Retail Trade
2.8,448,2023-06-01,Clothing and Accessories Stores,Retail Trade
1.9,454,2023-06-01,Nonstore Retailers,Nonstore Trade
2.6,444,2023-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
0.7,445,2023-06-01,Food and Beverage Stores,Retail Trade
0.9,44X72,2023-06-01,Retail Trade and Food Services,Retail and Food Services
2.3,451,2023-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
0.8,44000,2023-06-01,Retail Trade,Retail Trade
1.9,443,2023-06-01,Electronics and Appliance Stores,Retail Trade
4.1,453,2023-06-01,Miscellaneous Store Retailers,Retail Trade
2.5,442,2023-06-01,Furniture and Home Furnishings Stores,Retail Trade
1.5,441X,2023-06-01,Auto and Other Motor Vehicles,Retail Trade
1.4,441,2023-06-01,Motor Vehicle and Parts Dealers,Retail Trade
2.3,442,2023-07-01,Furniture and Home Furnishings Stores,Retail Trade
0.8,44000,2023-07-01,Retail Trade,Retail Trade
0.0,4521E,2023-07-01,Department Stores,Retail Trade
1.1,44W72,2023-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
3.0,448,2023-07-01,Clothing and Accessories Stores,Retail Trade
1.4,441,2023-07-01,Motor Vehicle and Parts Dealers,Retail Trade
1.9,454,2023-07-01,Nonstore Retailers,Nonstore Trade
2.7,444,2023-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.5,441X,2023-07-01,Auto and Other Motor Vehicles,Retail Trade
0.9,452,2023-07-01,General Merchandise Stores,Retail Trade
4.6,453,2023-07-01,Miscellaneous Store Retailers,Retail Trade
3.9,446,2023-07-01,Health and Personal Care Stores,Retail Trade
2.2,451,2023-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
0.7,4451,2023-07-01,Grocery Stores,Retail Trade
0.8,44X72,2023-07-01,Retail Trade and Food Services,Retail and Food Services
1.0,44Y72,2023-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
1.8,443,2023-07-01,Electronics and Appliance Stores,Retail Trade
0.7,445,2023-07-01,Food and Beverage Stores,Retail Trade
0.8,44Z72,2023-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
1.4,447,2023-07-01,Gasoline Stations,Retail Trade
3.2,722,2023-07-01,Food Services and Drinking Places,Food Services
0.7,4451,2023-08-01,Grocery Stores,Retail Trade
1.1,44W72,2023-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
2.9,448,2023-08-01,Clothing and Accessories Stores,Retail Trade
1.9,451,2023-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
1.5,447,2023-08-01,Gasoline Stations,Retail Trade
1.0,44Y72,2023-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.7,445,2023-08-01,Food and Beverage Stores,Retail Trade
1.4,441X,2023-08-01,Auto and Other Motor Vehicles,Retail Trade
1.8,443,2023-08-01,Electronics and Appliance Stores,Retail Trade
4.1,453,2023-08-01,Miscellaneous Store Retailers,Retail Trade
0.8,452,2023-08-01,General Merchandise Stores,Retail Trade
0.7,44000,2023-08-01,Retail Trade,Retail Trade
1.3,441,2023-08-01,Motor Vehicle and Parts Dealers,Retail Trade
3.9,446,2023-08-01,Health and Personal Care Stores,Retail Trade
2.3,442,2023-08-01,Furniture and Home Furnishings Stores,Retail Trade
0.8,44X72,2023-08-01,Retail Trade and Food Services,Retail and Food Services
2.8,444,2023-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
0.8,44Z72,2023-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
1.9,454,2023-08-01,Nonstore Retailers,Nonstore Trade
0.0,4521E,2023-08-01,Department Stores,Retail Trade
3.2,722,2023-08-01,Food Services and Drinking Places,Food Services
1.5,441X,2023-09-01,Auto and Other Motor Vehicles,Retail Trade
0.8,44X72,2023-09-01,Retail Trade and Food Services,Retail and Food Services
3.3,722,2023-09-01,Food Services and Drinking Places,Food Services
1.1,44W72,2023-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
2.4,442,2023-09-01,Furniture and Home Furnishings Stores,Retail Trade
1.4,441,2023-09-01,Motor Vehicle and Parts Dealers,Retail Trade
0.7,44000,2023-09-01,Retail Trade,Retail Trade
1.5,447,2023-09-01,Gasoline Stations,Retail Trade
1.9,454,2023-09-01,Nonstore Retailers,Nonstore Trade
3.0,448,2023-09-01,Clothing and Accessories Stores,Retail Trade
1.1,44Y72,2023-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.0,4521E,2023-09-01,Department Stores,Retail Trade
0.6,445,2023-09-01,Food and Beverage Stores,Retail Trade
3.9,453,2023-09-01,Miscellaneous Store Retailers,Retail Trade
0.9,44Z72,2023-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
2.0,443,2023-09-01,Electronics and Appliance Stores,Retail Trade
0.9,452,2023-09-01,General Merchandise Stores,Retail Trade
3.7,446,2023-09-01,Health and Personal Care Stores,Retail Trade
2.8,444,2023-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.9,451,2023-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
0.7,4451,2023-09-01,Grocery Stores,Retail Trade
4.1,453,2023-10-01,Miscellaneous Store Retailers,Retail Trade
2.1,451,2023-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
1.5,447,2023-10-01,Gasoline Stations,Retail Trade
0.8,44X72,2023-10-01,Retail Trade and Food Services,Retail and Food Services
0.8,44Z72,2023-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
3.1,448,2023-10-01,Clothing and Accessories Stores,Retail Trade
2.7,444,2023-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
1.9,454,2023-10-01,Nonstore Retailers,Nonstore Trade
0.9,452,2023-10-01,General Merchandise Stores,Retail Trade
0.7,4451,2023-10-01,Grocery Stores,Retail Trade
3.3,722,2023-10-01,Food Services and Drinking Places,Food Services
1.1,44W72,2023-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
2.4,442,2023-10-01,Furniture and Home Furnishings Stores,Retail Trade
1.8,443,2023-10-01,Electronics and Appliance Stores,Retail Trade
0.6,445,2023-10-01,Food and Beverage Stores,Retail Trade
1.4,441X,2023-10-01,Auto and Other Motor Vehicles,Retail Trade
1.3,441,2023-10-01,Motor Vehicle and Parts Dealers,Retail Trade
0.0,4521E,2023-10-01,Department Stores,Retail Trade
0.7,44000,2023-10-01,Retail Trade,Retail Trade
1.1,44Y72,2023-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
3.9,446,2023-10-01,Health and Personal Care Stores,Retail Trade
4.8,453,2023-11-01,Miscellaneous Store Retailers,Retail Trade
1.0,44Y72,2023-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
0.9,452,2023-11-01,General Merchandise Stores,Retail Trade
2.0,451,2023-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
3.2,722,2023-11-01,Food Services and Drinking Places,Food Services
1.1,44W72,2023-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
2.8,444,2023-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
3.8,446,2023-11-01,Health and Personal Care Stores,Retail Trade
0.7,445,2023-11-01,Food and Beverage Stores,Retail Trade
1.7,443,2023-11-01,Electronics and Appliance Stores,Retail Trade
1.4,441X,2023-11-01,Auto and Other Motor Vehicles,Retail Trade
1.3,441,2023-11-01,Motor Vehicle and Parts Dealers,Retail Trade
0.7,44000,2023-11-01,Retail Trade,Retail Trade
0.8,44X72,2023-11-01,Retail Trade and Food Services,Retail and Food Services
0.8,44Z72,2023-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
0.0,4521E,2023-11-01,Department Stores,Retail Trade
1.8,454,2023-11-01,Nonstore Retailers,Nonstore Trade
2.4,442,2023-11-01,Furniture and Home Furnishings Stores,Retail Trade
0.7,4451,2023-11-01,Grocery Stores,Retail Trade
4.2,448,2023-11-01,Clothing and Accessories Stores,Retail Trade
1.4,447,2023-11-01,Gasoline Stations,Retail Trade
1.5,441,2023-12-01,Motor Vehicle and Parts Dealers,Retail Trade
0.7,44000,2023-12-01,Retail Trade,Retail Trade
0.7,44X72,2023-12-01,Retail Trade and Food Services,Retail and Food Services
1.0,44W72,2023-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
1.4,447,2023-12-01,Gasoline Stations,Retail Trade
4.3,453,2023-12-01,Miscellaneous Store Retailers,Retail Trade
0.7,44Z72,2023-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
2.9,448,2023-12-01,Clothing and Accessories Stores,Retail Trade
0.0,4521E,2023-12-01,Department Stores,Retail Trade
1.8,454,2023-12-01,Nonstore Retailers,Nonstore Trade
1.6,441X,2023-12-01,Auto and Other Motor Vehicles,Retail Trade
1.5,443,2023-12-01,Electronics and Appliance Stores,Retail Trade
2.5,442,2023-12-01,Furniture and Home Furnishings Stores,Retail Trade
0.7,4451,2023-12-01,Grocery Stores,Retail Trade
1.8,451,2023-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
0.6,445,2023-12-01,Food and Beverage Stores,Retail Trade
3.1,722,2023-12-01,Food Services and Drinking Places,Food Services
2.8,444,2023-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
0.8,452,2023-12-01,General Merchandise Stores,Retail Trade
0.9,44Y72,2023-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
3.4,446,2023-12-01,Health and Personal Care Stores,Retail Trade
